user_name;hour;timezone
starwed"";"13";"None"
ben"";"15";"-8"
honcheng"";"18";"8"
adarshpandit"";"15";"None"
trybeee"";"21";"None"
macdonst"";"20";"None"
FotoVerite"";"2";"-5"
ebryn"";"16";"-6"
trentm"";"15";"-8"
fehguy"";"17";"-8"
StefanH"";"2";"None"
sinzone"";"17";"-8"
gnpfonseca"";"9";"None"
sorenmacbeth"";"15";"-8"
jehiah"";"22";"-5"
umbrae"";"21";"-5"
straup"";"8";"-5"
jgdavey"";"21";"-6"
ddebin"";"11";"1"
parkr"";"17";"-5"
heff"";"16";"-8"
mneorr"";"14";"-8"
kemayo"";"18";"-6"
tomasr"";"21";"-5"
simpkins"";"13";"None"
malclocke"";"0";"None"
peterbe"";"15";"-8"
danzel"";"10";"12"
rgrove"";"10";"-8"
briancavalier"";"12";"None"
DasIch"";"16";"1"
robhudson"";"15";"-8"
emsquared"";"16";"None"
norcross"";"22";"-5"
sarabander"";"14";"None"
jcasimir"";"8";"-7"
Darsain"";"22";"1"
mattbaker"";"10";"-6"
mclarkson"";"12";"0"
jviereck"";"12";"None"
ChrisMcKee"";"2";"0"
passy"";"22";"0"
jaredatch"";"23";"-6"
ariejan"";"14";"1"
twalpole"";"10";"-8"
lloyd"";"13";"2"
svnlto"";"16";"0"
Stuk"";"11";"-8"
swizzlr"";"5";"None"
alekseyn"";"10";"-8"
feisuzhu"";"7";"None"
cpytel"";"14";"-5"
jeromegn"";"10";"-5"
avar"";"17";"1"
georgeguimaraes"";"12";"-3"
atmos"";"12";"-8"
toji"";"12";"-8"
Zeelot"";"23";"-8"
popomore"";"21";"8"
ritch"";"11";"-8"
lokesh"";"22";"-8"
gfontenot"";"10";"-5"
bioothod"";"9";"None"
yinwang0"";"0";"-8"
niklasvh"";"22";"2"
jcreamer898"";"8";"None"
willdurand"";"14";"1"
saschagoebel"";"14";"1"
pferdefleisch"";"13";"1"
rtfb"";"21";"2"
theturtle32"";"17";"-8"
thiagolocatelli"";"17";"None"
jfirebaugh"";"15";"-8"
JacksonTian"";"17";"8"
erikfrey"";"19";"-8"
retlehs"";"12";"-6"
drublic"";"23";"1"
rtyley"";"23";"0"
davispuh"";"18";"2"
npostavs"";"19";"None"
jayli"";"18";"8"
Inori"";"14";"2"
btd"";"20";"3"
RichiH"";"16";"None"
NSinopoli"";"1";"-5"
bitemyapp"";"16";"-6"
zurbrandon"";"13";"-8"
maddox"";"22";"-5"
dbanck"";"0";"1"
BonsaiDen"";"22";"1"
zk00006"";"4";"None"
wpreul"";"13";"None"
jacobvosmaer"";"0";"None"
jferris"";"11";"-5"
jaubourg"";"2";"1"
toastdriven"";"16";"-6"
feltnerm"";"9";"-6"
oxtoacart"";"7";"None"
ttezel"";"22";"None"
benjaminoakes"";"22";"-6"
Sirupsen"";"12";"-5"
Reefaq"";"8";"None"
ynie"";"11";"-8"
Blackshawk"";"10";"-8"
injekt"";"5";"None"
flazz"";"21";"-6"
evocateur"";"13";"-8"
rafaelfranca"";"16";"-3"
cvrebert"";"11";"-8"
jdc0589"";"19";"None"
themattharris"";"18";"-8"
pivotalcommon"";"14";"None"
krallin"";"7";"None"
robflaherty"";"15";"-5"
harism"";"0";"0"
jvoegele"";"11";"-5"
nicholasserra"";"13";"-5"
plamoni"";"17";"-8"
nesquena"";"22";"-8"
ajpiano"";"10";"None"
inuyaksa"";"14";"None"
davetayls"";"9";"0"
timheuer"";"8";"-8"
chriscoyier"";"18";"-6"
seanmonstar"";"11";"-8"
wookiehangover"";"23";"-7"
futuretap"";"14";"1"
joewalnes"";"17";"-6"
paulasmuth"";"16";"0"
jokkedk"";"1";"None"
paroski"";"20";"None"
gep13"";"13";"None"
schacon"";"11";"-8"
erichkist"";"23";"-3"
barneywilliams"";"9";"-5"
Pomax"";"13";"-6"
sydlawrence"";"16";"0"
disy-mk"";"12";"None"
davidhellsing"";"16";"1"
bwalex"";"21";"0"
tomykaira"";"3";"None"
coxp"";"11";"0"
mtdowling"";"13";"-8"
juthilo"";"23";"1"
AlexanderWillner"";"5";"None"
nathanvda"";"1";"1"
jonschlinkert"";"16";"-5"
mahemoff"";"0";"0"
colszowka"";"14";"1"
sdsykes"";"12";"None"
escoz"";"17";"-6"
rodneyrehm"";"14";"1"
alrra"";"22";"2"
weixiyen"";"17";"-8"
Diablo-D3"";"13";"-5"
adactio"";"15";"0"
sebastien"";"9";"-5"
brixen"";"23";"-6"
vinniefalco"";"15";"-8"
andymatuschak"";"8";"None"
krainboltgreene"";"22";"-6"
carvajaldiazeduar"";"1";"-5"
deadprogram"";"17";"-8"
robbyrussell"";"19";"-8"
mobywhale-chan"";"4";"None"
dallonf"";"9";"-7"
rtomayko"";"13";"-8"
bnickel"";"23";"None"
kylef"";"18";"0"
kylefox"";"22";"-7"
jugglinmike"";"15";"None"
carlo-rtr"";"13";"None"
timaschew"";"8";"None"
unity"";"11";"-5"
pritamdamania"";"11";"None"
pfiller"";"15";"-5"
crcn"";"16";"-8"
toadkicker"";"14";"None"
Raven24"";"23";"1"
bcardarella"";"16";"-5"
darkxst"";"13";"None"
ianrenton"";"21";"0"
mattwildig"";"14";"None"
cubiq"";"18";"1"
swilliams-vmw"";"9";"None"
srobbin"";"9";"-6"
jkudish"";"22";"-8"
marcphilipp"";"22";"1"
kristianmandrup"";"19";"1"
richrines"";"12";"-8"
philc"";"23";"-8"
tbranyen"";"23";"-5"
poeschko"";"6";"1"
danzajdband"";"17";"-3"
seanlinsley"";"15";"-6"
bpmarkowitz"";"20";"-5"
lest"";"11";"2"
dazuma"";"15";"-8"
cloudhead"";"14";"1"
mccalltd"";"10";"-7"
mariomc"";"17";"0"
smari"";"2";"None"
coopernurse"";"7";"-8"
manusajith"";"10";"None"
tjanczuk"";"13";"-8"
yusukekamiyamane"";"3";"None"
chriskacerguis"";"13";"None"
ZaBlanc"";"13";"-7"
onyxfish"";"10";"-6"
bbinet"";"7";"None"
gregmalcolm"";"23";"-5"
kriszyp"";"16";"-7"
mataspetrikas"";"16";"1"
plapier"";"11";"-5"
metacret"";"11";"-8"
rochal"";"20";"10"
tjschuck"";"16";"-5"
stloyd"";"11";"1"
rywall"";"15";"-8"
Dignifiedquire"";"20";"1"
jamieoliver"";"17";"0"
NateLillich"";"15";"-8"
mreinstein"";"14";"-8"
0xfe"";"6";"None"
arcresu"";"12";"10"
mceachen"";"21";"None"
Eugeny"";"14";"2"
xaviershay"";"12";"10"
mystcolor"";"3";"None"
rdworth"";"8";"-6"
pivotalprivate"";"9";"None"
RJ"";"13";"0"
elcuervo"";"16";"-3"
nathan7"";"20";"1"
jacopotarantino"";"13";"None"
kukulich"";"0";"1"
ryanseddon"";"15";"10"
tswicegood"";"16";"-6"
caseyjhol"";"14";"None"
jeremy"";"21";"-7"
akrabat"";"20";"0"
leah"";"17";"-8"
nathanborror"";"23";"-8"
sixohsix"";"22";"1"
jeffarena"";"14";"None"
dosiecki"";"15";"None"
calebd"";"19";"-8"
msiniscalchi"";"16";"None"
tml"";"16";"None"
dch"";"16";"1"
justmoon"";"20";"1"
andrielfn"";"4";"-3"
rcillo"";"20";"None"
rasmusbergpalm"";"5";"None"
dreamingofelectricsheep"";"11";"None"
bkardell"";"22";"-5"
lakshmivyas"";"10";"None"
ishbu"";"15";"None"
ashb"";"14";"0"
jdevera"";"1";"1"
karlfreeman"";"9";"0"
myusuf3"";"13";"-5"
ryanfitz"";"15";"-5"
cmwinters"";"11";"None"
jfelchner"";"16";"-6"
liruqi"";"15";"8"
joelmoss"";"9";"0"
blundell"";"12";"0"
carsomyr"";"20";"-5"
tellnes"";"12";"1"
broofa"";"10";"-8"
davist11"";"14";"-5"
lahosken"";"8";"-8"
briancherne"";"21";"None"
cantino"";"22";"-8"
badosu"";"19";"-3"
dresende"";"23";"0"
philippkumar"";"15";"1"
petergoldstein"";"9";"-8"
travisjeffery"";"22";"-6"
robert-hoffmann"";"23";"1"
zenorocha"";"15";"-4"
shayfrendt"";"16";"-5"
thest1"";"11";"5"
nylen"";"13";"-6"
piscisaureus"";"19";"1"
joshuajnoble"";"16";"None"
guillermooo"";"23";"1"
0ip"";"20";"1"
adamwulf"";"23";"-6"
dr-nafanya"";"15";"None"
nathanmarz"";"15";"-8"
hbons"";"16";"0"
ryankee"";"9";"-8"
substack"";"16";"-8"
rmccue"";"15";"0"
drewnoakes"";"17";"0"
canarymason"";"14";"-5"
ericmmartin"";"13";"-8"
alokzurb"";"9";"None"
aterrien"";"23";"1"
mtigas"";"14";"-5"
Sonkun"";"0";"1"
isaacs"";"17";"-8"
mardambey"";"23";"-5"
ptwobrussell"";"0";"-6"
isagalaev"";"23";"-8"
miketheman"";"12";"-5"
mrmartineau"";"10";"0"
izuzak"";"15";"1"
eric"";"22";"-8"
jreese"";"10";"-8"
drewsymo"";"20";"10"
rickharrison"";"15";"-8"
simsalabim"";"5";"-6"
benschwarz"";"15";"10"
bmabey"";"9";"-7"
booo"";"18";"1"
adamzap"";"0";"-6"
timsu"";"16";"-8"
xonecas"";"16";"-8"
freegenie"";"19";"1"
henrikhodne"";"21";"-6"
alibby251"";"12";"None"
revans"";"14";"-8"
klaustopher"";"21";"1"
cherbst-medidata"";"9";"None"
sickill"";"13";"1"
malsup"";"6";"None"
thilko"";"21";"1"
philips"";"15";"-8"
dickwall"";"15";"None"
pdfjsbot"";"10";"None"
romanvbabenko"";"4";"2"
hns"";"16";"1"
paulrouget"";"8";"None"
cgriego"";"20";"-6"
carlosantoniodasilva"";"10";"-3"
tkirda"";"14";"-6"
